sentence,model,query_mode,prompt_type,shot_type,context_type,correct
No one expected the tie to be the most talked-about part of the evening.,gpt,api,direct,few,social_formal,True
No one expected the tie to be the most talked-about part of the evening.,gpt,api,cot,few,social_formal,True
"Without a secure tie, the boxes used in the presentation would likely fall apart.",gpt,api,direct,zero,physical_binding,True
"Without a secure tie, the boxes used in the presentation would likely fall apart.",gpt,api,cot,zero,physical_binding,True
"Without a secure tie, the boxes used in the presentation would likely fall apart.",gpt,api,direct,few,physical_binding,True
"Without a secure tie, the boxes used in the presentation would likely fall apart.",gpt,api,cot,few,physical_binding,True
He placed the file on the table next to the metal tools.,gpt,api,direct,zero,physical_tool_use,False
He placed the file on the table next to the metal tools.,gpt,api,cot,zero,physical_tool_use,True
He placed the file on the table next to the metal tools.,gpt,api,direct,few,physical_tool_use,True
He placed the file on the table next to the metal tools.,gpt,api,cot,few,physical_tool_use,True
He placed the file on the table next to the metal tools.,gpt,api,direct,zero,physical_tool_use,False
He placed the file on the table next to the metal tools.,gpt,api,cot,zero,physical_tool_use,True
He placed the file on the table next to the metal tools.,gpt,api,direct,few,physical_tool_use,True
He placed the file on the table next to the metal tools.,gpt,api,cot,few,physical_tool_use,True
He hesitated to file while reviewing the materials spread across the table.,gpt,api,direct,zero,administrative_action,True
He hesitated to file while reviewing the materials spread across the table.,gpt,api,cot,zero,administrative_action,True
He hesitated to file while reviewing the materials spread across the table.,gpt,api,direct,few,administrative_action,True
He hesitated to file while reviewing the materials spread across the table.,gpt,api,cot,few,administrative_action,True
"They sat on the bank after withdrawing cash, watching the water flow by.",claude,api,direct,zero,physical_environment,False
"They sat on the bank after withdrawing cash, watching the water flow by.",claude,api,cot,zero,physical_environment,True
"They sat on the bank after withdrawing cash, watching the water flow by.",claude,api,direct,few,physical_environment,True
"They sat on the bank after withdrawing cash, watching the water flow by.",claude,api,cot,few,physical_environment,True
"The bank was quiet that morning, aside from the sound of ducks nearby.",claude,api,direct,zero,physical_environment,True
"The bank was quiet that morning, aside from the sound of ducks nearby.",claude,api,cot,zero,physical_environment,True
"The bank was quiet that morning, aside from the sound of ducks nearby.",claude,api,direct,few,physical_environment,True
"The bank was quiet that morning, aside from the sound of ducks nearby.",claude,api,cot,few,physical_environment,True
It was a curveball pitch that nobody in the room was prepared to handle.,claude,api,direct,zero,physical_motion,False
It was a curveball pitch that nobody in the room was prepared to handle.,claude,api,cot,zero,physical_motion,False
It was a curveball pitch that nobody in the room was prepared to handle.,claude,api,direct,few,physical_motion,False
It was a curveball pitch that nobody in the room was prepared to handle.,claude,api,cot,few,physical_motion,False
She realized halfway through the pitch that her delivery was far too fast.,claude,api,direct,zero,business_communication,True
She realized halfway through the pitch that her delivery was far too fast.,claude,api,cot,zero,business_communication,True
She realized halfway through the pitch that her delivery was far too fast.,claude,api,direct,few,business_communication,True
She realized halfway through the pitch that her delivery was far too fast.,claude,api,cot,few,business_communication,True
"He adjusted his pitch slightly, hoping the crowd would respond better.",claude,api,direct,zero,business_communication,False
"He adjusted his pitch slightly, hoping the crowd would respond better.",claude,api,cot,zero,business_communication,False
"He adjusted his pitch slightly, hoping the crowd would respond better.",claude,api,direct,few,business_communication,True
"He adjusted his pitch slightly, hoping the crowd would respond better.",claude,api,cot,few,business_communication,True
A small ring was the only thing found near the old bell.,claude,api,direct,zero,personal_adornment,True
A small ring was the only thing found near the old bell.,claude,api,cot,zero,personal_adornment,True
A small ring was the only thing found near the old bell.,claude,api,direct,few,personal_adornment,True
A small ring was the only thing found near the old bell.,claude,api,cot,few,personal_adornment,True
She noticed the ring fade as soon as the bell stopped echoing.,claude,api,direct,zero,auditory_event,True
She noticed the ring fade as soon as the bell stopped echoing.,claude,api,cot,zero,auditory_event,True
She noticed the ring fade as soon as the bell stopped echoing.,claude,api,direct,few,auditory_event,True
She noticed the ring fade as soon as the bell stopped echoing.,claude,api,cot,few,auditory_event,True
She noticed a faint ring left behind on the table after the guests departed.,claude,api,direct,zero,spatial_structure,True
She noticed a faint ring left behind on the table after the guests departed.,claude,api,cot,zero,spatial_structure,True
She noticed a faint ring left behind on the table after the guests departed.,claude,api,direct,few,spatial_structure,True
She noticed a faint ring left behind on the table after the guests departed.,claude,api,cot,few,spatial_structure,True
No one expected the tie to be the most talked-about part of the evening.,claude,api,direct,zero,social_formal,True
No one expected the tie to be the most talked-about part of the evening.,claude,api,cot,zero,social_formal,True
No one expected the tie to be the most talked-about part of the evening.,claude,api,direct,few,social_formal,True
No one expected the tie to be the most talked-about part of the evening.,claude,api,cot,few,social_formal,True
"Without a secure tie, the boxes used in the presentation would likely fall apart.",claude,api,direct,zero,physical_binding,True
"Without a secure tie, the boxes used in the presentation would likely fall apart.",claude,api,cot,zero,physical_binding,True
"Without a secure tie, the boxes used in the presentation would likely fall apart.",claude,api,direct,few,physical_binding,True
"Without a secure tie, the boxes used in the presentation would likely fall apart.",claude,api,cot,few,physical_binding,True
He placed the file on the table next to the metal tools.,claude,api,direct,zero,physical_tool_use,True
He placed the file on the table next to the metal tools.,claude,api,cot,zero,physical_tool_use,True
He placed the file on the table next to the metal tools.,claude,api,direct,few,physical_tool_use,True
He placed the file on the table next to the metal tools.,claude,api,cot,few,physical_tool_use,True
He placed the file on the table next to the metal tools.,claude,api,direct,zero,physical_tool_use,True
He placed the file on the table next to the metal tools.,claude,api,cot,zero,physical_tool_use,True
He placed the file on the table next to the metal tools.,claude,api,direct,few,physical_tool_use,True
He placed the file on the table next to the metal tools.,claude,api,cot,few,physical_tool_use,True
He hesitated to file while reviewing the materials spread across the table.,claude,api,direct,zero,administrative_action,True
He hesitated to file while reviewing the materials spread across the table.,claude,api,cot,zero,administrative_action,True
He hesitated to file while reviewing the materials spread across the table.,claude,api,direct,few,administrative_action,True
He hesitated to file while reviewing the materials spread across the table.,claude,api,cot,few,administrative_action,True
"They sat on the bank after withdrawing cash, watching the water flow by.",deepseek,api,direct,zero,physical_environment,True
"They sat on the bank after withdrawing cash, watching the water flow by.",deepseek,api,direct,few,physical_environment,True
"They sat on the bank after withdrawing cash, watching the water flow by.",deepseek,api,cot,few,physical_environment,True
"The bank was quiet that morning, aside from the sound of ducks nearby.",deepseek,api,direct,zero,physical_environment,True
"The bank was quiet that morning, aside from the sound of ducks nearby.",deepseek,api,direct,few,physical_environment,True
"The bank was quiet that morning, aside from the sound of ducks nearby.",deepseek,api,cot,few,physical_environment,True
It was a curveball pitch that nobody in the room was prepared to handle.,deepseek,api,direct,zero,physical_motion,True
It was a curveball pitch that nobody in the room was prepared to handle.,deepseek,api,cot,zero,physical_motion,True
It was a curveball pitch that nobody in the room was prepared to handle.,deepseek,api,direct,few,physical_motion,True
It was a curveball pitch that nobody in the room was prepared to handle.,deepseek,api,cot,few,physical_motion,True
She realized halfway through the pitch that her delivery was far too fast.,deepseek,api,direct,zero,business_communication,True
She realized halfway through the pitch that her delivery was far too fast.,deepseek,api,cot,zero,business_communication,True
She realized halfway through the pitch that her delivery was far too fast.,deepseek,api,direct,few,business_communication,True
She realized halfway through the pitch that her delivery was far too fast.,deepseek,api,cot,few,business_communication,True
"He adjusted his pitch slightly, hoping the crowd would respond better.",deepseek,api,direct,zero,business_communication,True
"He adjusted his pitch slightly, hoping the crowd would respond better.",deepseek,api,direct,few,business_communication,True
A small ring was the only thing found near the old bell.,deepseek,api,direct,zero,personal_adornment,True
A small ring was the only thing found near the old bell.,deepseek,api,direct,few,personal_adornment,True
A small ring was the only thing found near the old bell.,deepseek,api,cot,few,personal_adornment,True
She noticed the ring fade as soon as the bell stopped echoing.,deepseek,api,direct,zero,auditory_event,True
She noticed the ring fade as soon as the bell stopped echoing.,deepseek,api,cot,zero,auditory_event,True
She noticed the ring fade as soon as the bell stopped echoing.,deepseek,api,direct,few,auditory_event,True
She noticed the ring fade as soon as the bell stopped echoing.,deepseek,api,cot,few,auditory_event,True
She noticed a faint ring left behind on the table after the guests departed.,deepseek,api,direct,zero,spatial_structure,True
She noticed a faint ring left behind on the table after the guests departed.,deepseek,api,cot,zero,spatial_structure,True
She noticed a faint ring left behind on the table after the guests departed.,deepseek,api,direct,few,spatial_structure,True
She noticed a faint ring left behind on the table after the guests departed.,deepseek,api,cot,few,spatial_structure,True
No one expected the tie to be the most talked-about part of the evening.,deepseek,api,direct,zero,social_formal,True
No one expected the tie to be the most talked-about part of the evening.,deepseek,api,direct,few,social_formal,True
No one expected the tie to be the most talked-about part of the evening.,deepseek,api,cot,few,social_formal,True
"Without a secure tie, the boxes used in the presentation would likely fall apart.",deepseek,api,direct,zero,physical_binding,True
"Without a secure tie, the boxes used in the presentation would likely fall apart.",deepseek,api,cot,zero,physical_binding,True
"Without a secure tie, the boxes used in the presentation would likely fall apart.",deepseek,api,direct,few,physical_binding,True
"Without a secure tie, the boxes used in the presentation would likely fall apart.",deepseek,api,cot,few,physical_binding,True
He placed the file on the table next to the metal tools.,deepseek,api,direct,zero,physical_tool_use,True
He placed the file on the table next to the metal tools.,deepseek,api,cot,zero,physical_tool_use,True
He placed the file on the table next to the metal tools.,deepseek,api,direct,few,physical_tool_use,True
He placed the file on the table next to the metal tools.,deepseek,api,cot,few,physical_tool_use,True
He placed the file on the table next to the metal tools.,deepseek,api,direct,zero,physical_tool_use,True
He placed the file on the table next to the metal tools.,deepseek,api,cot,zero,physical_tool_use,True
He placed the file on the table next to the metal tools.,deepseek,api,direct,few,physical_tool_use,True
He placed the file on the table next to the metal tools.,deepseek,api,cot,few,physical_tool_use,True
He hesitated to file while reviewing the materials spread across the table.,deepseek,api,direct,zero,administrative_action,False
He hesitated to file while reviewing the materials spread across the table.,deepseek,api,cot,zero,administrative_action,False
He hesitated to file while reviewing the materials spread across the table.,deepseek,api,direct,few,administrative_action,True
He hesitated to file while reviewing the materials spread across the table.,deepseek,api,cot,few,administrative_action,True
"They sat on the bank after withdrawing cash, watching the water flow by.",gpt,manual,direct,zero,physical_environment,True
"They sat on the bank after withdrawing cash, watching the water flow by.",gpt,manual,cot,zero,physical_environment,True
"They sat on the bank after withdrawing cash, watching the water flow by.",gpt,manual,direct,few,physical_environment,True
"They sat on the bank after withdrawing cash, watching the water flow by.",gpt,manual,cot,few,physical_environment,True
"The bank was quiet that morning, aside from the sound of ducks nearby.",gpt,manual,direct,zero,physical_environment,True
"The bank was quiet that morning, aside from the sound of ducks nearby.",gpt,manual,cot,zero,physical_environment,True
"The bank was quiet that morning, aside from the sound of ducks nearby.",gpt,manual,direct,few,physical_environment,True
"The bank was quiet that morning, aside from the sound of ducks nearby.",gpt,manual,cot,few,physical_environment,True
It was a curveball pitch that nobody in the room was prepared to handle.,gpt,manual,direct,zero,physical_motion,True
It was a curveball pitch that nobody in the room was prepared to handle.,gpt,manual,cot,zero,physical_motion,True
It was a curveball pitch that nobody in the room was prepared to handle.,gpt,manual,direct,few,physical_motion,False
It was a curveball pitch that nobody in the room was prepared to handle.,gpt,manual,cot,few,physical_motion,True
She realized halfway through the pitch that her delivery was far too fast.,gpt,manual,direct,zero,business_communication,True
She realized halfway through the pitch that her delivery was far too fast.,gpt,manual,cot,zero,business_communication,True
She realized halfway through the pitch that her delivery was far too fast.,gpt,manual,direct,few,business_communication,True
She realized halfway through the pitch that her delivery was far too fast.,gpt,manual,cot,few,business_communication,True
"He adjusted his pitch slightly, hoping the crowd would respond better.",gpt,manual,direct,zero,business_communication,False
"He adjusted his pitch slightly, hoping the crowd would respond better.",gpt,manual,cot,zero,business_communication,False
"He adjusted his pitch slightly, hoping the crowd would respond better.",gpt,manual,direct,few,business_communication,False
"He adjusted his pitch slightly, hoping the crowd would respond better.",gpt,manual,cot,few,business_communication,False
A small ring was the only thing found near the old bell.,gpt,manual,direct,zero,personal_adornment,True
A small ring was the only thing found near the old bell.,gpt,manual,cot,zero,personal_adornment,True
A small ring was the only thing found near the old bell.,gpt,manual,direct,few,personal_adornment,True
A small ring was the only thing found near the old bell.,gpt,manual,cot,few,personal_adornment,True
She noticed the ring fade as soon as the bell stopped echoing.,gpt,manual,direct,zero,auditory_event,True
She noticed the ring fade as soon as the bell stopped echoing.,gpt,manual,cot,zero,auditory_event,True
She noticed the ring fade as soon as the bell stopped echoing.,gpt,manual,direct,few,auditory_event,True
She noticed the ring fade as soon as the bell stopped echoing.,gpt,manual,cot,few,auditory_event,True
She noticed a faint ring left behind on the table after the guests departed.,gpt,manual,direct,zero,spatial_structure,True
She noticed a faint ring left behind on the table after the guests departed.,gpt,manual,cot,zero,spatial_structure,True
She noticed a faint ring left behind on the table after the guests departed.,gpt,manual,direct,few,spatial_structure,True
She noticed a faint ring left behind on the table after the guests departed.,gpt,manual,cot,few,spatial_structure,True
No one expected the tie to be the most talked-about part of the evening.,gpt,manual,direct,zero,social_formal,True
No one expected the tie to be the most talked-about part of the evening.,gpt,manual,cot,zero,social_formal,True
No one expected the tie to be the most talked-about part of the evening.,gpt,manual,direct,few,social_formal,True
No one expected the tie to be the most talked-about part of the evening.,gpt,manual,cot,few,social_formal,True
"Without a secure tie, the boxes used in the presentation would likely fall apart.",gpt,manual,direct,zero,physical_binding,True
"Without a secure tie, the boxes used in the presentation would likely fall apart.",gpt,manual,cot,zero,physical_binding,True
"Without a secure tie, the boxes used in the presentation would likely fall apart.",gpt,manual,direct,few,physical_binding,True
"Without a secure tie, the boxes used in the presentation would likely fall apart.",gpt,manual,cot,few,physical_binding,True
He placed the file on the table next to the metal tools.,gpt,manual,direct,zero,physical_tool_use,True
He placed the file on the table next to the metal tools.,gpt,manual,cot,zero,physical_tool_use,True
He placed the file on the table next to the metal tools.,gpt,manual,direct,few,physical_tool_use,True
He placed the file on the table next to the metal tools.,gpt,manual,cot,few,physical_tool_use,True
He placed the file on the table next to the metal tools.,gpt,manual,direct,zero,physical_tool_use,True
He placed the file on the table next to the metal tools.,gpt,manual,cot,zero,physical_tool_use,True
He placed the file on the table next to the metal tools.,gpt,manual,direct,few,physical_tool_use,True
He placed the file on the table next to the metal tools.,gpt,manual,cot,few,physical_tool_use,True
He hesitated to file while reviewing the materials spread across the table.,gpt,manual,direct,zero,administrative_action,True
He hesitated to file while reviewing the materials spread across the table.,gpt,manual,cot,zero,administrative_action,True
He hesitated to file while reviewing the materials spread across the table.,gpt,manual,direct,few,administrative_action,True
He hesitated to file while reviewing the materials spread across the table.,gpt,manual,cot,few,administrative_action,True
"They sat on the bank after withdrawing cash, watching the water flow by.",claude,manual,direct,zero,physical_environment,True
"They sat on the bank after withdrawing cash, watching the water flow by.",claude,manual,cot,zero,physical_environment,True
"They sat on the bank after withdrawing cash, watching the water flow by.",claude,manual,direct,few,physical_environment,True
"They sat on the bank after withdrawing cash, watching the water flow by.",claude,manual,cot,few,physical_environment,True
"The bank was quiet that morning, aside from the sound of ducks nearby.",claude,manual,direct,zero,physical_environment,True
"The bank was quiet that morning, aside from the sound of ducks nearby.",claude,manual,cot,zero,physical_environment,True
"The bank was quiet that morning, aside from the sound of ducks nearby.",claude,manual,direct,few,physical_environment,True
"The bank was quiet that morning, aside from the sound of ducks nearby.",claude,manual,cot,few,physical_environment,True
It was a curveball pitch that nobody in the room was prepared to handle.,claude,manual,direct,zero,physical_motion,False
It was a curveball pitch that nobody in the room was prepared to handle.,claude,manual,cot,zero,physical_motion,False
It was a curveball pitch that nobody in the room was prepared to handle.,claude,manual,direct,few,physical_motion,True
It was a curveball pitch that nobody in the room was prepared to handle.,claude,manual,cot,few,physical_motion,False
She realized halfway through the pitch that her delivery was far too fast.,claude,manual,direct,zero,business_communication,True
She realized halfway through the pitch that her delivery was far too fast.,claude,manual,cot,zero,business_communication,True
She realized halfway through the pitch that her delivery was far too fast.,claude,manual,direct,few,business_communication,True
She realized halfway through the pitch that her delivery was far too fast.,claude,manual,cot,few,business_communication,True
"He adjusted his pitch slightly, hoping the crowd would respond better.",claude,manual,direct,zero,business_communication,False
"He adjusted his pitch slightly, hoping the crowd would respond better.",claude,manual,cot,zero,business_communication,False
"He adjusted his pitch slightly, hoping the crowd would respond better.",claude,manual,direct,few,business_communication,True
"He adjusted his pitch slightly, hoping the crowd would respond better.",claude,manual,cot,few,business_communication,True
A small ring was the only thing found near the old bell.,claude,manual,direct,zero,personal_adornment,True
A small ring was the only thing found near the old bell.,claude,manual,cot,zero,personal_adornment,True
A small ring was the only thing found near the old bell.,claude,manual,direct,few,personal_adornment,True
A small ring was the only thing found near the old bell.,claude,manual,cot,few,personal_adornment,True
She noticed the ring fade as soon as the bell stopped echoing.,claude,manual,direct,zero,auditory_event,True
She noticed the ring fade as soon as the bell stopped echoing.,claude,manual,cot,zero,auditory_event,True
She noticed the ring fade as soon as the bell stopped echoing.,claude,manual,direct,few,auditory_event,True
She noticed the ring fade as soon as the bell stopped echoing.,claude,manual,cot,few,auditory_event,True
She noticed a faint ring left behind on the table after the guests departed.,claude,manual,direct,zero,spatial_structure,True
She noticed a faint ring left behind on the table after the guests departed.,claude,manual,cot,zero,spatial_structure,True
She noticed a faint ring left behind on the table after the guests departed.,claude,manual,direct,few,spatial_structure,True
She noticed a faint ring left behind on the table after the guests departed.,claude,manual,cot,few,spatial_structure,True
No one expected the tie to be the most talked-about part of the evening.,claude,manual,direct,zero,social_formal,True
No one expected the tie to be the most talked-about part of the evening.,claude,manual,cot,zero,social_formal,True
No one expected the tie to be the most talked-about part of the evening.,claude,manual,direct,few,social_formal,True
No one expected the tie to be the most talked-about part of the evening.,claude,manual,cot,few,social_formal,True
"Without a secure tie, the boxes used in the presentation would likely fall apart.",claude,manual,direct,zero,physical_binding,True
"Without a secure tie, the boxes used in the presentation would likely fall apart.",claude,manual,cot,zero,physical_binding,True
"Without a secure tie, the boxes used in the presentation would likely fall apart.",claude,manual,direct,few,physical_binding,True
"Without a secure tie, the boxes used in the presentation would likely fall apart.",claude,manual,cot,few,physical_binding,True
He placed the file on the table next to the metal tools.,claude,manual,direct,zero,physical_tool_use,True
He placed the file on the table next to the metal tools.,claude,manual,cot,zero,physical_tool_use,True
He placed the file on the table next to the metal tools.,claude,manual,direct,few,physical_tool_use,True
He placed the file on the table next to the metal tools.,claude,manual,cot,few,physical_tool_use,True
He placed the file on the table next to the metal tools.,claude,manual,direct,zero,physical_tool_use,True
He placed the file on the table next to the metal tools.,claude,manual,cot,zero,physical_tool_use,True
He placed the file on the table next to the metal tools.,claude,manual,direct,few,physical_tool_use,True
He placed the file on the table next to the metal tools.,claude,manual,cot,few,physical_tool_use,True
He hesitated to file while reviewing the materials spread across the table.,claude,manual,direct,zero,administrative_action,True
He hesitated to file while reviewing the materials spread across the table.,claude,manual,cot,zero,administrative_action,True
He hesitated to file while reviewing the materials spread across the table.,claude,manual,direct,few,administrative_action,True
He hesitated to file while reviewing the materials spread across the table.,claude,manual,cot,few,administrative_action,True
"They sat on the bank after withdrawing cash, watching the water flow by.",deepseek,manual,direct,zero,physical_environment,True
"They sat on the bank after withdrawing cash, watching the water flow by.",deepseek,manual,cot,zero,physical_environment,True
"They sat on the bank after withdrawing cash, watching the water flow by.",deepseek,manual,direct,few,physical_environment,True
"They sat on the bank after withdrawing cash, watching the water flow by.",deepseek,manual,cot,few,physical_environment,True
"The bank was quiet that morning, aside from the sound of ducks nearby.",deepseek,manual,direct,zero,physical_environment,True
"The bank was quiet that morning, aside from the sound of ducks nearby.",deepseek,manual,cot,zero,physical_environment,True
"The bank was quiet that morning, aside from the sound of ducks nearby.",deepseek,manual,direct,few,physical_environment,True
"The bank was quiet that morning, aside from the sound of ducks nearby.",deepseek,manual,cot,few,physical_environment,True
It was a curveball pitch that nobody in the room was prepared to handle.,deepseek,manual,direct,zero,physical_motion,False
It was a curveball pitch that nobody in the room was prepared to handle.,deepseek,manual,cot,zero,physical_motion,False
It was a curveball pitch that nobody in the room was prepared to handle.,deepseek,manual,direct,few,physical_motion,True
It was a curveball pitch that nobody in the room was prepared to handle.,deepseek,manual,cot,few,physical_motion,True
She realized halfway through the pitch that her delivery was far too fast.,deepseek,manual,direct,zero,business_communication,True
She realized halfway through the pitch that her delivery was far too fast.,deepseek,manual,cot,zero,business_communication,True
She realized halfway through the pitch that her delivery was far too fast.,deepseek,manual,direct,few,business_communication,True
She realized halfway through the pitch that her delivery was far too fast.,deepseek,manual,cot,few,business_communication,True
"He adjusted his pitch slightly, hoping the crowd would respond better.",deepseek,manual,direct,zero,business_communication,False
"He adjusted his pitch slightly, hoping the crowd would respond better.",deepseek,manual,cot,zero,business_communication,False
"He adjusted his pitch slightly, hoping the crowd would respond better.",deepseek,manual,direct,few,business_communication,False
"He adjusted his pitch slightly, hoping the crowd would respond better.",deepseek,manual,cot,few,business_communication,False
A small ring was the only thing found near the old bell.,deepseek,manual,direct,zero,personal_adornment,True
A small ring was the only thing found near the old bell.,deepseek,manual,cot,zero,personal_adornment,False
A small ring was the only thing found near the old bell.,deepseek,manual,direct,few,personal_adornment,False
A small ring was the only thing found near the old bell.,deepseek,manual,cot,few,personal_adornment,True
She noticed the ring fade as soon as the bell stopped echoing.,deepseek,manual,direct,zero,auditory_event,True
She noticed the ring fade as soon as the bell stopped echoing.,deepseek,manual,cot,zero,auditory_event,True
She noticed the ring fade as soon as the bell stopped echoing.,deepseek,manual,direct,few,auditory_event,True
She noticed the ring fade as soon as the bell stopped echoing.,deepseek,manual,cot,few,auditory_event,True
She noticed a faint ring left behind on the table after the guests departed.,deepseek,manual,direct,zero,spatial_structure,True
She noticed a faint ring left behind on the table after the guests departed.,deepseek,manual,cot,zero,spatial_structure,True
She noticed a faint ring left behind on the table after the guests departed.,deepseek,manual,direct,few,spatial_structure,True
She noticed a faint ring left behind on the table after the guests departed.,deepseek,manual,cot,few,spatial_structure,True
No one expected the tie to be the most talked-about part of the evening.,deepseek,manual,direct,zero,social_formal,True
No one expected the tie to be the most talked-about part of the evening.,deepseek,manual,cot,zero,social_formal,True
No one expected the tie to be the most talked-about part of the evening.,deepseek,manual,direct,few,social_formal,True
No one expected the tie to be the most talked-about part of the evening.,deepseek,manual,cot,few,social_formal,True
"Without a secure tie, the boxes used in the presentation would likely fall apart.",deepseek,manual,direct,zero,physical_binding,True
"Without a secure tie, the boxes used in the presentation would likely fall apart.",deepseek,manual,cot,zero,physical_binding,True
"Without a secure tie, the boxes used in the presentation would likely fall apart.",deepseek,manual,direct,few,physical_binding,True
"Without a secure tie, the boxes used in the presentation would likely fall apart.",deepseek,manual,cot,few,physical_binding,True
He placed the file on the table next to the metal tools.,deepseek,manual,direct,zero,physical_tool_use,True
He placed the file on the table next to the metal tools.,deepseek,manual,cot,zero,physical_tool_use,True
He placed the file on the table next to the metal tools.,deepseek,manual,direct,few,physical_tool_use,True
He placed the file on the table next to the metal tools.,deepseek,manual,cot,few,physical_tool_use,True
He placed the file on the table next to the metal tools.,deepseek,manual,direct,zero,physical_tool_use,True
He placed the file on the table next to the metal tools.,deepseek,manual,cot,zero,physical_tool_use,True
He placed the file on the table next to the metal tools.,deepseek,manual,direct,few,physical_tool_use,True
He placed the file on the table next to the metal tools.,deepseek,manual,cot,few,physical_tool_use,True
He hesitated to file while reviewing the materials spread across the table.,deepseek,manual,direct,zero,administrative_action,True
He hesitated to file while reviewing the materials spread across the table.,deepseek,manual,cot,zero,administrative_action,True
He hesitated to file while reviewing the materials spread across the table.,deepseek,manual,direct,few,administrative_action,False
He hesitated to file while reviewing the materials spread across the table.,deepseek,manual,cot,few,administrative_action,True
"He adjusted his pitch slightly, hoping the crowd would respond better.",gpt,api,cot,zero,business_communication,False
"They sat on the bank after withdrawing cash, watching the water flow by.",deepseek,api,cot,zero,physical_environment,True
"The bank was quiet that morning, aside from the sound of ducks nearby.",deepseek,api,cot,zero,physical_environment,True
"He adjusted his pitch slightly, hoping the crowd would respond better.",deepseek,api,cot,zero,business_communication,True
"He adjusted his pitch slightly, hoping the crowd would respond better.",deepseek,api,cot,few,business_communication,True
A small ring was the only thing found near the old bell.,deepseek,api,cot,zero,personal_adornment,True
No one expected the tie to be the most talked-about part of the evening.,deepseek,api,cot,zero,social_formal,True
"They sat on the bank after withdrawing cash, watching the water flow by.",gpt,api,direct,few,physical_environment,False
"They sat on the bank after withdrawing cash, watching the water flow by.",gpt,api,direct,few,physical_environment,False
"They sat on the bank after withdrawing cash, watching the water flow by.",gpt,api,cot,few,physical_environment,True
"They sat on the bank after withdrawing cash, watching the water flow by.",gpt,api,cot,few,physical_environment,True
"The bank was quiet that morning, aside from the sound of ducks nearby.",gpt,api,direct,few,physical_environment,True
"The bank was quiet that morning, aside from the sound of ducks nearby.",gpt,api,direct,few,physical_environment,True
"The bank was quiet that morning, aside from the sound of ducks nearby.",gpt,api,cot,few,physical_environment,True
"The bank was quiet that morning, aside from the sound of ducks nearby.",gpt,api,cot,few,physical_environment,True
"They sat on the bank after withdrawing cash, watching the water flow by.",deepseek,api,direct,few,physical_environment,True
"They sat on the bank after withdrawing cash, watching the water flow by.",deepseek,api,cot,few,physical_environment,True
