sentence,model,query_mode,prompt_type,shot_type,context_type,correct
Investors listened carefully as the founder began his pitch.,claude,api,cot,few,business_communication,1
"After feedback from mentors, the team revised the pitch before presenting again.",claude,api,direct,zero,business_communication,1
"After feedback from mentors, the team revised the pitch before presenting again.",claude,api,cot,zero,business_communication,1
"After feedback from mentors, the team revised the pitch before presenting again.",claude,api,direct,few,business_communication,1
"After feedback from mentors, the team revised the pitch before presenting again.",claude,api,cot,few,business_communication,1
She slipped the ring onto her finger before leaving the house.,claude,api,direct,zero,personal_adornment,1
She slipped the ring onto her finger before leaving the house.,claude,api,cot,zero,personal_adornment,1
She slipped the ring onto her finger before leaving the house.,claude,api,direct,few,personal_adornment,1
She slipped the ring onto her finger before leaving the house.,claude,api,cot,few,personal_adornment,1
The antique ring was displayed under glass at the museum.,claude,api,direct,zero,personal_adornment,1
The antique ring was displayed under glass at the museum.,claude,api,cot,zero,personal_adornment,1
The antique ring was displayed under glass at the museum.,claude,api,direct,few,personal_adornment,1
The antique ring was displayed under glass at the museum.,claude,api,cot,few,personal_adornment,1
He noticed the ring only after the light caught the stone.,claude,api,direct,zero,personal_adornment,1
He noticed the ring only after the light caught the stone.,claude,api,cot,zero,personal_adornment,1
He noticed the ring only after the light caught the stone.,claude,api,direct,few,personal_adornment,1
He noticed the ring only after the light caught the stone.,claude,api,cot,few,personal_adornment,1
The ring had been passed down through several generations.,claude,api,direct,zero,personal_adornment,1
The ring had been passed down through several generations.,claude,api,cot,zero,personal_adornment,1
The ring had been passed down through several generations.,claude,api,direct,few,personal_adornment,1
The ring had been passed down through several generations.,claude,api,cot,few,personal_adornment,1
A sudden ring echoed through the quiet hallway.,claude,api,direct,zero,auditory_event,1
A sudden ring echoed through the quiet hallway.,claude,api,cot,zero,auditory_event,1
A sudden ring echoed through the quiet hallway.,claude,api,direct,few,auditory_event,1
A sudden ring echoed through the quiet hallway.,claude,api,cot,few,auditory_event,1
She paused when she heard a ring coming from the phone.,claude,api,direct,zero,auditory_event,1
She paused when she heard a ring coming from the phone.,claude,api,cot,zero,auditory_event,1
She paused when she heard a ring coming from the phone.,claude,api,direct,few,auditory_event,1
She paused when she heard a ring coming from the phone.,claude,api,cot,few,auditory_event,1
The sharp ring cut through the noise of the crowd.,claude,api,direct,zero,auditory_event,1
The sharp ring cut through the noise of the crowd.,claude,api,cot,zero,auditory_event,1
The sharp ring cut through the noise of the crowd.,claude,api,direct,few,auditory_event,1
The sharp ring cut through the noise of the crowd.,claude,api,cot,few,auditory_event,1
Everyone turned at the ring that signaled the end of class.,claude,api,direct,zero,auditory_event,1
Everyone turned at the ring that signaled the end of class.,claude,api,cot,zero,auditory_event,1
Everyone turned at the ring that signaled the end of class.,claude,api,direct,few,auditory_event,1
Everyone turned at the ring that signaled the end of class.,claude,api,cot,few,auditory_event,1
A ring of stones surrounded the fire pit.,claude,api,direct,zero,spatial_structure,1
A ring of stones surrounded the fire pit.,claude,api,cot,zero,spatial_structure,1
A ring of stones surrounded the fire pit.,claude,api,direct,few,spatial_structure,1
A ring of stones surrounded the fire pit.,claude,api,cot,few,spatial_structure,1
The trees formed a ring around the clearing.,claude,api,direct,zero,spatial_structure,1
The trees formed a ring around the clearing.,claude,api,cot,zero,spatial_structure,1
The trees formed a ring around the clearing.,claude,api,direct,few,spatial_structure,1
The trees formed a ring around the clearing.,claude,api,cot,few,spatial_structure,1
A dark ring appeared around the stain after it dried.,claude,api,direct,zero,spatial_structure,1
A dark ring appeared around the stain after it dried.,claude,api,cot,zero,spatial_structure,1
A dark ring appeared around the stain after it dried.,claude,api,direct,few,spatial_structure,1
A dark ring appeared around the stain after it dried.,claude,api,cot,few,spatial_structure,1
The planet was encircled by a faint ring of dust.,claude,api,direct,zero,spatial_structure,1
The planet was encircled by a faint ring of dust.,claude,api,cot,zero,spatial_structure,1
The planet was encircled by a faint ring of dust.,claude,api,direct,few,spatial_structure,1
The planet was encircled by a faint ring of dust.,claude,api,cot,few,spatial_structure,1
He straightened his tie before walking into the interview.,claude,api,direct,zero,social_formal,1
He straightened his tie before walking into the interview.,claude,api,cot,zero,social_formal,1
