sentence,model,query_mode,prompt_type,shot_type,context_type,correct
No one expected the tie to be the most talked-about part of the evening.,gpt,api,cot,zero,social_formal,True
No one expected the tie to be the most talked-about part of the evening.,gpt,api,direct,few,social_formal,True
No one expected the tie to be the most talked-about part of the evening.,gpt,api,cot,few,social_formal,True
"Without a secure tie, the boxes used in the presentation would likely fall apart.",gpt,api,direct,zero,physical_binding,True
"Without a secure tie, the boxes used in the presentation would likely fall apart.",gpt,api,cot,zero,physical_binding,True
"Without a secure tie, the boxes used in the presentation would likely fall apart.",gpt,api,direct,few,physical_binding,True
"Without a secure tie, the boxes used in the presentation would likely fall apart.",gpt,api,cot,few,physical_binding,True
He placed the file on the table next to the metal tools.,gpt,api,direct,zero,physical_tool_use,False
He placed the file on the table next to the metal tools.,gpt,api,cot,zero,physical_tool_use,True
He placed the file on the table next to the metal tools.,gpt,api,direct,few,physical_tool_use,True
He placed the file on the table next to the metal tools.,gpt,api,cot,few,physical_tool_use,True
He placed the file on the table next to the metal tools.,gpt,api,direct,zero,physical_tool_use,False
He placed the file on the table next to the metal tools.,gpt,api,cot,zero,physical_tool_use,True
He placed the file on the table next to the metal tools.,gpt,api,direct,few,physical_tool_use,True
He placed the file on the table next to the metal tools.,gpt,api,cot,few,physical_tool_use,True
He hesitated to file while reviewing the materials spread across the table.,gpt,api,direct,zero,administrative_action,True
He hesitated to file while reviewing the materials spread across the table.,gpt,api,cot,zero,administrative_action,True
He hesitated to file while reviewing the materials spread across the table.,gpt,api,direct,few,administrative_action,True
He hesitated to file while reviewing the materials spread across the table.,gpt,api,cot,few,administrative_action,True
"They sat on the bank after withdrawing cash, watching the water flow by.",claude,api,direct,zero,physical_environment,False
"They sat on the bank after withdrawing cash, watching the water flow by.",claude,api,cot,zero,physical_environment,True
"They sat on the bank after withdrawing cash, watching the water flow by.",claude,api,direct,few,physical_environment,True
"They sat on the bank after withdrawing cash, watching the water flow by.",claude,api,cot,few,physical_environment,True
"The bank was quiet that morning, aside from the sound of ducks nearby.",claude,api,direct,zero,physical_environment,True
"The bank was quiet that morning, aside from the sound of ducks nearby.",claude,api,cot,zero,physical_environment,True
"The bank was quiet that morning, aside from the sound of ducks nearby.",claude,api,direct,few,physical_environment,True
"The bank was quiet that morning, aside from the sound of ducks nearby.",claude,api,cot,few,physical_environment,True
It was a curveball pitch that nobody in the room was prepared to handle.,claude,api,direct,zero,physical_motion,False
It was a curveball pitch that nobody in the room was prepared to handle.,claude,api,cot,zero,physical_motion,False
It was a curveball pitch that nobody in the room was prepared to handle.,claude,api,direct,few,physical_motion,False
It was a curveball pitch that nobody in the room was prepared to handle.,claude,api,cot,few,physical_motion,False
She realized halfway through the pitch that her delivery was far too fast.,claude,api,direct,zero,business_communication,True
She realized halfway through the pitch that her delivery was far too fast.,claude,api,cot,zero,business_communication,True
She realized halfway through the pitch that her delivery was far too fast.,claude,api,direct,few,business_communication,True
She realized halfway through the pitch that her delivery was far too fast.,claude,api,cot,few,business_communication,True
"He adjusted his pitch slightly, hoping the crowd would respond better.",claude,api,direct,zero,business_communication,False
"He adjusted his pitch slightly, hoping the crowd would respond better.",claude,api,cot,zero,business_communication,False
"He adjusted his pitch slightly, hoping the crowd would respond better.",claude,api,direct,few,business_communication,True
"He adjusted his pitch slightly, hoping the crowd would respond better.",claude,api,cot,few,business_communication,True
A small ring was the only thing found near the old bell.,claude,api,direct,zero,personal_adornment,True
A small ring was the only thing found near the old bell.,claude,api,cot,zero,personal_adornment,True
A small ring was the only thing found near the old bell.,claude,api,direct,few,personal_adornment,True
A small ring was the only thing found near the old bell.,claude,api,cot,few,personal_adornment,True
She noticed the ring fade as soon as the bell stopped echoing.,claude,api,direct,zero,auditory_event,True
She noticed the ring fade as soon as the bell stopped echoing.,claude,api,cot,zero,auditory_event,True
She noticed the ring fade as soon as the bell stopped echoing.,claude,api,direct,few,auditory_event,True
She noticed the ring fade as soon as the bell stopped echoing.,claude,api,cot,few,auditory_event,True
She noticed a faint ring left behind on the table after the guests departed.,claude,api,direct,zero,spatial_structure,True
She noticed a faint ring left behind on the table after the guests departed.,claude,api,cot,zero,spatial_structure,True
She noticed a faint ring left behind on the table after the guests departed.,claude,api,direct,few,spatial_structure,True
She noticed a faint ring left behind on the table after the guests departed.,claude,api,cot,few,spatial_structure,True
No one expected the tie to be the most talked-about part of the evening.,claude,api,direct,zero,social_formal,True
No one expected the tie to be the most talked-about part of the evening.,claude,api,cot,zero,social_formal,True
No one expected the tie to be the most talked-about part of the evening.,claude,api,direct,few,social_formal,True
No one expected the tie to be the most talked-about part of the evening.,claude,api,cot,few,social_formal,True
"Without a secure tie, the boxes used in the presentation would likely fall apart.",claude,api,direct,zero,physical_binding,True
"Without a secure tie, the boxes used in the presentation would likely fall apart.",claude,api,cot,zero,physical_binding,True
"Without a secure tie, the boxes used in the presentation would likely fall apart.",claude,api,direct,few,physical_binding,True
"Without a secure tie, the boxes used in the presentation would likely fall apart.",claude,api,cot,few,physical_binding,True
He placed the file on the table next to the metal tools.,claude,api,direct,zero,physical_tool_use,True
He placed the file on the table next to the metal tools.,claude,api,cot,zero,physical_tool_use,True
He placed the file on the table next to the metal tools.,claude,api,direct,few,physical_tool_use,True
He placed the file on the table next to the metal tools.,claude,api,cot,few,physical_tool_use,True
He placed the file on the table next to the metal tools.,claude,api,direct,zero,physical_tool_use,True
He placed the file on the table next to the metal tools.,claude,api,cot,zero,physical_tool_use,True
He placed the file on the table next to the metal tools.,claude,api,direct,few,physical_tool_use,True
He placed the file on the table next to the metal tools.,claude,api,cot,few,physical_tool_use,True
He hesitated to file while reviewing the materials spread across the table.,claude,api,direct,zero,administrative_action,True
He hesitated to file while reviewing the materials spread across the table.,claude,api,cot,zero,administrative_action,True
He hesitated to file while reviewing the materials spread across the table.,claude,api,direct,few,administrative_action,True
He hesitated to file while reviewing the materials spread across the table.,claude,api,cot,few,administrative_action,True
"They sat on the bank after withdrawing cash, watching the water flow by.",deepseek,api,direct,zero,physical_environment,True
"They sat on the bank after withdrawing cash, watching the water flow by.",deepseek,api,cot,zero,physical_environment,False
"They sat on the bank after withdrawing cash, watching the water flow by.",deepseek,api,direct,few,physical_environment,True
"They sat on the bank after withdrawing cash, watching the water flow by.",deepseek,api,cot,few,physical_environment,True
"The bank was quiet that morning, aside from the sound of ducks nearby.",deepseek,api,direct,zero,physical_environment,True
"The bank was quiet that morning, aside from the sound of ducks nearby.",deepseek,api,cot,zero,physical_environment,False
"The bank was quiet that morning, aside from the sound of ducks nearby.",deepseek,api,direct,few,physical_environment,True
"The bank was quiet that morning, aside from the sound of ducks nearby.",deepseek,api,cot,few,physical_environment,True
It was a curveball pitch that nobody in the room was prepared to handle.,deepseek,api,direct,zero,physical_motion,True
It was a curveball pitch that nobody in the room was prepared to handle.,deepseek,api,cot,zero,physical_motion,True
It was a curveball pitch that nobody in the room was prepared to handle.,deepseek,api,direct,few,physical_motion,True
It was a curveball pitch that nobody in the room was prepared to handle.,deepseek,api,cot,few,physical_motion,True
She realized halfway through the pitch that her delivery was far too fast.,deepseek,api,direct,zero,business_communication,True
She realized halfway through the pitch that her delivery was far too fast.,deepseek,api,cot,zero,business_communication,True
She realized halfway through the pitch that her delivery was far too fast.,deepseek,api,direct,few,business_communication,True
She realized halfway through the pitch that her delivery was far too fast.,deepseek,api,cot,few,business_communication,True
"He adjusted his pitch slightly, hoping the crowd would respond better.",deepseek,api,direct,zero,business_communication,True
"He adjusted his pitch slightly, hoping the crowd would respond better.",deepseek,api,cot,zero,business_communication,False
"He adjusted his pitch slightly, hoping the crowd would respond better.",deepseek,api,direct,few,business_communication,True
"He adjusted his pitch slightly, hoping the crowd would respond better.",deepseek,api,cot,few,business_communication,False
A small ring was the only thing found near the old bell.,deepseek,api,direct,zero,personal_adornment,True
A small ring was the only thing found near the old bell.,deepseek,api,cot,zero,personal_adornment,False
A small ring was the only thing found near the old bell.,deepseek,api,direct,few,personal_adornment,True
A small ring was the only thing found near the old bell.,deepseek,api,cot,few,personal_adornment,True
She noticed the ring fade as soon as the bell stopped echoing.,deepseek,api,direct,zero,auditory_event,True
She noticed the ring fade as soon as the bell stopped echoing.,deepseek,api,cot,zero,auditory_event,True
She noticed the ring fade as soon as the bell stopped echoing.,deepseek,api,direct,few,auditory_event,True
She noticed the ring fade as soon as the bell stopped echoing.,deepseek,api,cot,few,auditory_event,True
She noticed a faint ring left behind on the table after the guests departed.,deepseek,api,direct,zero,spatial_structure,True
She noticed a faint ring left behind on the table after the guests departed.,deepseek,api,cot,zero,spatial_structure,True
She noticed a faint ring left behind on the table after the guests departed.,deepseek,api,direct,few,spatial_structure,True
She noticed a faint ring left behind on the table after the guests departed.,deepseek,api,cot,few,spatial_structure,True
No one expected the tie to be the most talked-about part of the evening.,deepseek,api,direct,zero,social_formal,True
No one expected the tie to be the most talked-about part of the evening.,deepseek,api,cot,zero,social_formal,False
No one expected the tie to be the most talked-about part of the evening.,deepseek,api,direct,few,social_formal,True
No one expected the tie to be the most talked-about part of the evening.,deepseek,api,cot,few,social_formal,True
"Without a secure tie, the boxes used in the presentation would likely fall apart.",deepseek,api,direct,zero,physical_binding,True
"Without a secure tie, the boxes used in the presentation would likely fall apart.",deepseek,api,cot,zero,physical_binding,True
"Without a secure tie, the boxes used in the presentation would likely fall apart.",deepseek,api,direct,few,physical_binding,True
"Without a secure tie, the boxes used in the presentation would likely fall apart.",deepseek,api,cot,few,physical_binding,True
He placed the file on the table next to the metal tools.,deepseek,api,direct,zero,physical_tool_use,True
He placed the file on the table next to the metal tools.,deepseek,api,cot,zero,physical_tool_use,True
He placed the file on the table next to the metal tools.,deepseek,api,direct,few,physical_tool_use,True
He placed the file on the table next to the metal tools.,deepseek,api,cot,few,physical_tool_use,True
He placed the file on the table next to the metal tools.,deepseek,api,direct,zero,physical_tool_use,True
He placed the file on the table next to the metal tools.,deepseek,api,cot,zero,physical_tool_use,True
He placed the file on the table next to the metal tools.,deepseek,api,direct,few,physical_tool_use,True
He placed the file on the table next to the metal tools.,deepseek,api,cot,few,physical_tool_use,True
He hesitated to file while reviewing the materials spread across the table.,deepseek,api,direct,zero,administrative_action,False
He hesitated to file while reviewing the materials spread across the table.,deepseek,api,cot,zero,administrative_action,False
He hesitated to file while reviewing the materials spread across the table.,deepseek,api,direct,few,administrative_action,True
He hesitated to file while reviewing the materials spread across the table.,deepseek,api,cot,few,administrative_action,True
"They sat on the bank after withdrawing cash, watching the water flow by.",gpt,manual,direct,zero,physical_environment,False
"They sat on the bank after withdrawing cash, watching the water flow by.",gpt,manual,cot,zero,physical_environment,False
"They sat on the bank after withdrawing cash, watching the water flow by.",gpt,manual,direct,few,physical_environment,False
"They sat on the bank after withdrawing cash, watching the water flow by.",gpt,manual,cot,few,physical_environment,False
"The bank was quiet that morning, aside from the sound of ducks nearby.",gpt,manual,direct,zero,physical_environment,False
"The bank was quiet that morning, aside from the sound of ducks nearby.",gpt,manual,cot,zero,physical_environment,False
"The bank was quiet that morning, aside from the sound of ducks nearby.",gpt,manual,direct,few,physical_environment,False
"The bank was quiet that morning, aside from the sound of ducks nearby.",gpt,manual,cot,few,physical_environment,False
It was a curveball pitch that nobody in the room was prepared to handle.,gpt,manual,direct,zero,physical_motion,False
It was a curveball pitch that nobody in the room was prepared to handle.,gpt,manual,cot,zero,physical_motion,False
It was a curveball pitch that nobody in the room was prepared to handle.,gpt,manual,direct,few,physical_motion,False
It was a curveball pitch that nobody in the room was prepared to handle.,gpt,manual,cot,few,physical_motion,False
She realized halfway through the pitch that her delivery was far too fast.,gpt,manual,direct,zero,business_communication,False
She realized halfway through the pitch that her delivery was far too fast.,gpt,manual,cot,zero,business_communication,False
She realized halfway through the pitch that her delivery was far too fast.,gpt,manual,direct,few,business_communication,False
She realized halfway through the pitch that her delivery was far too fast.,gpt,manual,cot,few,business_communication,False
"He adjusted his pitch slightly, hoping the crowd would respond better.",gpt,manual,direct,zero,business_communication,False
"He adjusted his pitch slightly, hoping the crowd would respond better.",gpt,manual,cot,zero,business_communication,False
"He adjusted his pitch slightly, hoping the crowd would respond better.",gpt,manual,direct,few,business_communication,False
"He adjusted his pitch slightly, hoping the crowd would respond better.",gpt,manual,cot,few,business_communication,False
A small ring was the only thing found near the old bell.,gpt,manual,direct,zero,personal_adornment,False
A small ring was the only thing found near the old bell.,gpt,manual,cot,zero,personal_adornment,False
A small ring was the only thing found near the old bell.,gpt,manual,direct,few,personal_adornment,False
A small ring was the only thing found near the old bell.,gpt,manual,cot,few,personal_adornment,False
She noticed the ring fade as soon as the bell stopped echoing.,gpt,manual,direct,zero,auditory_event,False
She noticed the ring fade as soon as the bell stopped echoing.,gpt,manual,cot,zero,auditory_event,False
She noticed the ring fade as soon as the bell stopped echoing.,gpt,manual,direct,few,auditory_event,False
She noticed the ring fade as soon as the bell stopped echoing.,gpt,manual,cot,few,auditory_event,False
She noticed a faint ring left behind on the table after the guests departed.,gpt,manual,direct,zero,spatial_structure,False
She noticed a faint ring left behind on the table after the guests departed.,gpt,manual,cot,zero,spatial_structure,False
She noticed a faint ring left behind on the table after the guests departed.,gpt,manual,direct,few,spatial_structure,False
She noticed a faint ring left behind on the table after the guests departed.,gpt,manual,cot,few,spatial_structure,False
No one expected the tie to be the most talked-about part of the evening.,gpt,manual,direct,zero,social_formal,False
No one expected the tie to be the most talked-about part of the evening.,gpt,manual,cot,zero,social_formal,False
No one expected the tie to be the most talked-about part of the evening.,gpt,manual,direct,few,social_formal,False
No one expected the tie to be the most talked-about part of the evening.,gpt,manual,cot,few,social_formal,False
"Without a secure tie, the boxes used in the presentation would likely fall apart.",gpt,manual,direct,zero,physical_binding,False
"Without a secure tie, the boxes used in the presentation would likely fall apart.",gpt,manual,cot,zero,physical_binding,False
"Without a secure tie, the boxes used in the presentation would likely fall apart.",gpt,manual,direct,few,physical_binding,False
"Without a secure tie, the boxes used in the presentation would likely fall apart.",gpt,manual,cot,few,physical_binding,False
He placed the file on the table next to the metal tools.,gpt,manual,direct,zero,physical_tool_use,False
He placed the file on the table next to the metal tools.,gpt,manual,cot,zero,physical_tool_use,False
He placed the file on the table next to the metal tools.,gpt,manual,direct,few,physical_tool_use,False
He placed the file on the table next to the metal tools.,gpt,manual,cot,few,physical_tool_use,False
He placed the file on the table next to the metal tools.,gpt,manual,direct,zero,physical_tool_use,False
He placed the file on the table next to the metal tools.,gpt,manual,cot,zero,physical_tool_use,False
He placed the file on the table next to the metal tools.,gpt,manual,direct,few,physical_tool_use,False
He placed the file on the table next to the metal tools.,gpt,manual,cot,few,physical_tool_use,False
He hesitated to file while reviewing the materials spread across the table.,gpt,manual,direct,zero,administrative_action,False
He hesitated to file while reviewing the materials spread across the table.,gpt,manual,cot,zero,administrative_action,False
He hesitated to file while reviewing the materials spread across the table.,gpt,manual,direct,few,administrative_action,False
He hesitated to file while reviewing the materials spread across the table.,gpt,manual,cot,few,administrative_action,False
"They sat on the bank after withdrawing cash, watching the water flow by.",claude,api,direct,zero,physical_environment,False
"They sat on the bank after withdrawing cash, watching the water flow by.",claude,api,cot,zero,physical_environment,False
"They sat on the bank after withdrawing cash, watching the water flow by.",claude,api,direct,few,physical_environment,False
"They sat on the bank after withdrawing cash, watching the water flow by.",claude,api,cot,few,physical_environment,False
"The bank was quiet that morning, aside from the sound of ducks nearby.",claude,api,direct,zero,physical_environment,False
"The bank was quiet that morning, aside from the sound of ducks nearby.",claude,api,cot,zero,physical_environment,False
"The bank was quiet that morning, aside from the sound of ducks nearby.",claude,api,direct,few,physical_environment,False
"The bank was quiet that morning, aside from the sound of ducks nearby.",claude,api,cot,few,physical_environment,False
It was a curveball pitch that nobody in the room was prepared to handle.,claude,api,direct,zero,physical_motion,False
It was a curveball pitch that nobody in the room was prepared to handle.,claude,api,cot,zero,physical_motion,False
It was a curveball pitch that nobody in the room was prepared to handle.,claude,api,direct,few,physical_motion,False
It was a curveball pitch that nobody in the room was prepared to handle.,claude,api,cot,few,physical_motion,False
She realized halfway through the pitch that her delivery was far too fast.,claude,api,direct,zero,business_communication,False
She realized halfway through the pitch that her delivery was far too fast.,claude,api,cot,zero,business_communication,False
She realized halfway through the pitch that her delivery was far too fast.,claude,api,direct,few,business_communication,False
She realized halfway through the pitch that her delivery was far too fast.,claude,api,cot,few,business_communication,False
"He adjusted his pitch slightly, hoping the crowd would respond better.",claude,api,direct,zero,business_communication,False
"He adjusted his pitch slightly, hoping the crowd would respond better.",claude,api,cot,zero,business_communication,False
"He adjusted his pitch slightly, hoping the crowd would respond better.",claude,api,direct,few,business_communication,False
"He adjusted his pitch slightly, hoping the crowd would respond better.",claude,api,cot,few,business_communication,False
A small ring was the only thing found near the old bell.,claude,api,direct,zero,personal_adornment,False
A small ring was the only thing found near the old bell.,claude,api,cot,zero,personal_adornment,False
A small ring was the only thing found near the old bell.,claude,api,direct,few,personal_adornment,False
A small ring was the only thing found near the old bell.,claude,api,cot,few,personal_adornment,False
She noticed the ring fade as soon as the bell stopped echoing.,claude,api,direct,zero,auditory_event,False
She noticed the ring fade as soon as the bell stopped echoing.,claude,api,cot,zero,auditory_event,False
She noticed the ring fade as soon as the bell stopped echoing.,claude,api,direct,few,auditory_event,False
She noticed the ring fade as soon as the bell stopped echoing.,claude,api,cot,few,auditory_event,False
She noticed a faint ring left behind on the table after the guests departed.,claude,api,direct,zero,spatial_structure,False
She noticed a faint ring left behind on the table after the guests departed.,claude,api,cot,zero,spatial_structure,False
She noticed a faint ring left behind on the table after the guests departed.,claude,api,direct,few,spatial_structure,False
She noticed a faint ring left behind on the table after the guests departed.,claude,api,cot,few,spatial_structure,False
No one expected the tie to be the most talked-about part of the evening.,claude,api,direct,zero,social_formal,False
No one expected the tie to be the most talked-about part of the evening.,claude,api,cot,zero,social_formal,False
No one expected the tie to be the most talked-about part of the evening.,claude,api,direct,few,social_formal,False
No one expected the tie to be the most talked-about part of the evening.,claude,api,cot,few,social_formal,False
"Without a secure tie, the boxes used in the presentation would likely fall apart.",claude,api,direct,zero,physical_binding,False
"Without a secure tie, the boxes used in the presentation would likely fall apart.",claude,api,cot,zero,physical_binding,False
"Without a secure tie, the boxes used in the presentation would likely fall apart.",claude,api,direct,few,physical_binding,False
"Without a secure tie, the boxes used in the presentation would likely fall apart.",claude,api,cot,few,physical_binding,False
He placed the file on the table next to the metal tools.,claude,api,direct,zero,physical_tool_use,False
He placed the file on the table next to the metal tools.,claude,api,cot,zero,physical_tool_use,False
He placed the file on the table next to the metal tools.,claude,api,direct,few,physical_tool_use,False
He placed the file on the table next to the metal tools.,claude,api,cot,few,physical_tool_use,False
He placed the file on the table next to the metal tools.,claude,api,direct,zero,physical_tool_use,False
He placed the file on the table next to the metal tools.,claude,api,cot,zero,physical_tool_use,False
He placed the file on the table next to the metal tools.,claude,api,direct,few,physical_tool_use,False
He placed the file on the table next to the metal tools.,claude,api,cot,few,physical_tool_use,False
He hesitated to file while reviewing the materials spread across the table.,claude,api,direct,zero,administrative_action,False
He hesitated to file while reviewing the materials spread across the table.,claude,api,cot,zero,administrative_action,False
He hesitated to file while reviewing the materials spread across the table.,claude,api,direct,few,administrative_action,False
He hesitated to file while reviewing the materials spread across the table.,claude,api,cot,few,administrative_action,False
"They sat on the bank after withdrawing cash, watching the water flow by.",deepseek,api,direct,zero,physical_environment,False
"They sat on the bank after withdrawing cash, watching the water flow by.",deepseek,api,cot,zero,physical_environment,False
"They sat on the bank after withdrawing cash, watching the water flow by.",deepseek,api,direct,few,physical_environment,False
"They sat on the bank after withdrawing cash, watching the water flow by.",deepseek,api,cot,few,physical_environment,False
"The bank was quiet that morning, aside from the sound of ducks nearby.",deepseek,api,direct,zero,physical_environment,False
"The bank was quiet that morning, aside from the sound of ducks nearby.",deepseek,api,cot,zero,physical_environment,False
"The bank was quiet that morning, aside from the sound of ducks nearby.",deepseek,api,direct,few,physical_environment,False
"The bank was quiet that morning, aside from the sound of ducks nearby.",deepseek,api,cot,few,physical_environment,False
It was a curveball pitch that nobody in the room was prepared to handle.,deepseek,api,direct,zero,physical_motion,False
It was a curveball pitch that nobody in the room was prepared to handle.,deepseek,api,cot,zero,physical_motion,False
It was a curveball pitch that nobody in the room was prepared to handle.,deepseek,api,direct,few,physical_motion,False
It was a curveball pitch that nobody in the room was prepared to handle.,deepseek,api,cot,few,physical_motion,False
She realized halfway through the pitch that her delivery was far too fast.,deepseek,api,direct,zero,business_communication,False
She realized halfway through the pitch that her delivery was far too fast.,deepseek,api,cot,zero,business_communication,False
She realized halfway through the pitch that her delivery was far too fast.,deepseek,api,direct,few,business_communication,False
She realized halfway through the pitch that her delivery was far too fast.,deepseek,api,cot,few,business_communication,False
"He adjusted his pitch slightly, hoping the crowd would respond better.",deepseek,api,direct,zero,business_communication,False
"He adjusted his pitch slightly, hoping the crowd would respond better.",deepseek,api,cot,zero,business_communication,False
"He adjusted his pitch slightly, hoping the crowd would respond better.",deepseek,api,direct,few,business_communication,False
"He adjusted his pitch slightly, hoping the crowd would respond better.",deepseek,api,cot,few,business_communication,False
A small ring was the only thing found near the old bell.,deepseek,api,direct,zero,personal_adornment,False
A small ring was the only thing found near the old bell.,deepseek,api,cot,zero,personal_adornment,False
A small ring was the only thing found near the old bell.,deepseek,api,direct,few,personal_adornment,False
A small ring was the only thing found near the old bell.,deepseek,api,cot,few,personal_adornment,False
She noticed the ring fade as soon as the bell stopped echoing.,deepseek,api,direct,zero,auditory_event,False
She noticed the ring fade as soon as the bell stopped echoing.,deepseek,api,cot,zero,auditory_event,False
She noticed the ring fade as soon as the bell stopped echoing.,deepseek,api,direct,few,auditory_event,False
She noticed the ring fade as soon as the bell stopped echoing.,deepseek,api,cot,few,auditory_event,False
She noticed a faint ring left behind on the table after the guests departed.,deepseek,api,direct,zero,spatial_structure,False
She noticed a faint ring left behind on the table after the guests departed.,deepseek,api,cot,zero,spatial_structure,False
She noticed a faint ring left behind on the table after the guests departed.,deepseek,api,direct,few,spatial_structure,False
She noticed a faint ring left behind on the table after the guests departed.,deepseek,api,cot,few,spatial_structure,False
No one expected the tie to be the most talked-about part of the evening.,deepseek,api,direct,zero,social_formal,False
No one expected the tie to be the most talked-about part of the evening.,deepseek,api,cot,zero,social_formal,False
No one expected the tie to be the most talked-about part of the evening.,deepseek,api,direct,few,social_formal,False
No one expected the tie to be the most talked-about part of the evening.,deepseek,api,cot,few,social_formal,False
"Without a secure tie, the boxes used in the presentation would likely fall apart.",deepseek,api,direct,zero,physical_binding,False
"Without a secure tie, the boxes used in the presentation would likely fall apart.",deepseek,api,cot,zero,physical_binding,False
"Without a secure tie, the boxes used in the presentation would likely fall apart.",deepseek,api,direct,few,physical_binding,False
"Without a secure tie, the boxes used in the presentation would likely fall apart.",deepseek,api,cot,few,physical_binding,False
He placed the file on the table next to the metal tools.,deepseek,api,direct,zero,physical_tool_use,False
He placed the file on the table next to the metal tools.,deepseek,api,cot,zero,physical_tool_use,False
He placed the file on the table next to the metal tools.,deepseek,api,direct,few,physical_tool_use,False
He placed the file on the table next to the metal tools.,deepseek,api,cot,few,physical_tool_use,False
He placed the file on the table next to the metal tools.,deepseek,api,direct,zero,physical_tool_use,False
He placed the file on the table next to the metal tools.,deepseek,api,cot,zero,physical_tool_use,False
He placed the file on the table next to the metal tools.,deepseek,api,direct,few,physical_tool_use,False
He placed the file on the table next to the metal tools.,deepseek,api,cot,few,physical_tool_use,False
He hesitated to file while reviewing the materials spread across the table.,deepseek,api,direct,zero,administrative_action,False
He hesitated to file while reviewing the materials spread across the table.,deepseek,api,cot,zero,administrative_action,False
He hesitated to file while reviewing the materials spread across the table.,deepseek,api,direct,few,administrative_action,False
He hesitated to file while reviewing the materials spread across the table.,deepseek,api,cot,few,administrative_action,False
The fisherman sat quietly on the bank watching the water.,claude,api,direct,few,physical_environment,True
The fisherman sat quietly on the bank watching the water.,deepseek,api,direct,few,physical_environment,True
The fisherman sat quietly on the bank watching the water.,deepseek,api,direct,few,physical_environment,True
The fisherman sat quietly on the bank watching the water.,gpt,api,direct,few,physical_environment,True
The bank teller handed me my change.,deepseek,api,cot,few,financial_sense,True
The bank teller handed me my change.,deepseek,api,cot,few,financial_sense,True
"Janice and Steve took their family to a picnic, enjoying the breeze near the bank.",claude,api,direct,few,physical_environment,True
"Janice and Steve took their family to a picnic, enjoying the breeze near the bank.",gpt,api,direct,few,physical_environment,True
She decided to file a complaint with the city office.,deepseek,api,cot,few,administrative_action,True
She decided to file a complaint with the city office.,deepseek,api,cot,few,administrative_action,True
He noticed the ring only after the light caught the stone.,claude,api,cot,few,personal_adornment,True
He noticed the ring only after the light caught the stone.,gpt,api,cot,few,personal_adornment,True
They will file the paperwork before the deadline.,deepseek,api,direct,few,administrative_action,True
They will file the paperwork before the deadline.,deepseek,api,direct,few,administrative_action,True
The ring had been passed down through several generations.,claude,api,direct,few,personal_adornment,True
